tag	version	custom	abstract	datatype	iord	tlabel	doc
MaximumDeferredSalesChargeasapercentageoftheOriginalCostoftheSharesorpurchasesprior	0001193125-18-325029	1	0	NonNegativePure4Type	D	MaximumDeferredSalesChargeasapercentageoftheOriginalCostoftheSharesorpurchasesprior	MaximumDeferred.
FeeWaiverOrReimbursementOverAssetsTwo	0001193125-18-325561	1	0	percent	D	FeeWaiver Or Reimbursement Over Assets Two	FeeWaiverOrReimbursementOverAssetsTwo.
FeeWaiverOrReimbursementOverAssetsTwo	0001193125-18-325572	1	0	percent	D	FeeWaiverOrReimbursementOverAssetsTwo	Fee Waiver Or Reimbursement Over Assets Two
MaximumDeferredSalesChargeasapercentageoftheOriginalCostoftheSharesorpurchasesprior	0001193125-18-326550	1	0	NonNegativePure4Type	D	Maximum Deferred Sales Charge Load, as a of Original Cost of the Shares for purchases prior to September 30, 2018	MaximumDeferredSalesChargeasapercentageoftheOriginalCostoftheSharesorpurchasesprior.
MaximumSalesChargeImposedOnPurchasesOverOfferingPriceOne	0001193125-18-343284	1	0	NonNegativePure4Type	D	MaximumSalesChargeImposedOnPurchasesOverOfferingPriceOne	MaximumSalesChargeImposedOnPurchasesOverOfferingPriceOne
OvernightDeliveryFeeIfSuchServicesAreRequested	0001193125-18-344283	1	0	monetary	D	OvernightDeliveryFeeIfSuchServicesAreRequested	Overnight Delivery Fee If Such Services Are Requested.
WireRedemptionFeeIfSuchServicesAreRequested	0001193125-18-344283	1	0	monetary	D	WireRedemptionFeeIfSuchServicesAreRequested	Wire Redemption Fee If Such Services Are Requested.
SupplementTextBlock	0001193125-18-344487	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001387131-18-005341	1	0	textBlock	D	Supplement [Text Block]	Supplement to the prospectus.
SupplementTextBlock	0001387131-18-006389	1	0	textBlock	D	Supplement [Text Block]	Supplement disclosure.
ProspectusSupplementTextBlock	0001398344-18-014370	1	0	textBlock	D	Prospectus Supplement Text Block	
ProspectusSupplementTextBlock	0001398344-18-014743	1	0	textBlock	D	Prospectus Supplement Text Block	
OvernightCheckDeliveryFee	0001398344-18-014795	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
WireFee	0001398344-18-014795	1	0	NonNegativeMonetaryT	D	Wire fee	
ProspectusSupplementTextBlock	0001398344-18-014798	1	0	textBlock	D	Prospectus Supplement Text Block	
AverageAnnualReturnYear03	0001398344-18-014872	1	0	pure	D	3 Years	
FeesWaivedOrRecouped	0001398344-18-014872	1	0	pure	D	Fees (waived) or recouped	
OvernightCheckDeliveryFee	0001398344-18-014872	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
RecoupmentofFeesWaived	0001398344-18-014872	1	0	pure	D	Recoupment of fees waived and/or expenses reimbursed	
WireFee	0001398344-18-014872	1	0	NonNegativeMonetaryT	D	Wire fee	
ProspectusSupplementTextBlock	0001398344-18-015244	1	0	textBlock	D	Prospectus Supplement Text Block	
ProspectusSupplementTextBlock	0001398344-18-015413	1	0	textBlock	D	Prospectus Supplement Text Block	
AdministrativeFees	0001398344-18-015615	1	0	NonNegativePure4Type	D	Administrative Fees	
ShareholderServicingFees	0001398344-18-015615	1	0	NonNegativePure4Type	D	Shareholder Servicing Fees	
ProspectusSupplementTextBlock	0001398344-18-015631	1	0	textBlock	D	Prospectus Supplement Text Block	
OvernightCheckDeliveryFee	0001398344-18-015633	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
WireFee	0001398344-18-015633	1	0	NonNegativeMonetaryT	D	Wire fee	
ProspectusSupplementTextBlock	0001398344-18-015663	1	0	textBlock	D	Prospectus Supplement Text Block	
AllOtherExpenses	0001398344-18-016071	1	0	NonNegativePure4Type	D	All other expenses	
AllOtherExpensesIncludesDI	0001398344-18-016071	1	0	NonNegativePure4Type	D	All other expenses (includes Dividend & Interest expenses of 0.01%)	
OvernightCheckDeliveryFee	0001398344-18-016071	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
WireFee	0001398344-18-016071	1	0	NonNegativeMonetaryT	D	Wire fee	
OvernightCheckDeliveryFee	0001398344-18-016088	1	0	NonNegativeMonetaryT	D	Overnight Check Delivery Fee	
RecoupmentOfWaivedFees	0001398344-18-016088	1	0	NonNegativePure4Type	D	Recoupment of waived fees and/or expenses reimbursed	
WireFee	0001398344-18-016088	1	0	NonNegativeMonetaryT	D	Wire Fee	
OvernightCheckDeliveryFee	0001398344-18-016090	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
WireFee	0001398344-18-016090	1	0	NonNegativeMonetaryT	D	Wire fee	
OvernightCheckDeliveryFee	0001398344-18-016094	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
WireFee	0001398344-18-016094	1	0	NonNegativeMonetaryT	D	Wire fee	
OvernightCheckDeliveryFee	0001398344-18-016097	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
WireFee	0001398344-18-016097	1	0	NonNegativeMonetaryT	D	Wire fee	
ProspectusSupplementTextBlock	0001398344-18-016131	1	0	textBlock	D	Prospectus Suplement Text Block	
Overnightcheckdeliveryfee	0001398344-18-016143	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
WireFee	0001398344-18-016143	1	0	NonNegativeMonetaryT	D	Wire Fee	
FeeReimbursement	0001398344-18-016608	1	0	NonNegativePure4Type	D	Fee Waivers and/or Expense Reimbursements	
ProspectusSupplementTextBlock	0001398344-18-016665	1	0	textBlock	D	Prospectus Supplement Text Block	
ProspectusSupplementTextBlock	0001398344-18-016671	1	0	textBlock	D	Prospectus Supplement Text Block	
ProspectusSupplementTextBlock	0001398344-18-016685	1	0	textBlock	D	Prospectus Supplement Text Block	
ProspectusSupplementTextBlock	0001398344-18-016847	1	0	textBlock	D	Prospectus Supplement Text Block	
OvernightCheckDeliveryFee	0001398344-18-017325	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
WireFee	0001398344-18-017325	1	0	NonNegativeMonetaryT	D	Wire fee	
OvernightCheckDeliveryFee	0001398344-18-017471	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
WireFee	0001398344-18-017471	1	0	NonNegativeMonetaryT	D	Wire fee	
ShareholderServiceFees	0001398344-18-017528	1	0	pure	D	Shareholder Service Fees	
Overnightcheckdeliveryfee	0001398344-18-017565	1	0	monetary	D	Overnight check delivery fee	
WireFee	0001398344-18-017565	1	0	monetary	D	Wire fee	
Overnightcheckdeliveryfee	0001398344-18-017606	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
Wirefee	0001398344-18-017606	1	0	NonNegativeMonetaryT	D	Wire fee	
PreviouslyWaivedFeesAndReimbursedExpensesRecovered	0001398344-18-017982	1	0	NonNegativePure4Type	D	Plus Previously Waived Fees and/or Reimbursed Expenses Recovered	
ProspectusSupplementTextBlock	0001398344-18-018106	1	0	textBlock	D	Prospectus Supplement Text Block	
OvernightCheckDeliveryFee	0001398344-18-018115	1	0	NonNegativeMonetaryT	D	Overnight check delivery fee	
WireFee	0001398344-18-018115	1	0	NonNegativeMonetaryT	D	Wire fee	
ProspectusSupplementTextBlock	0001398344-18-018212	1	0	textBlock	D	Prospectus Supplement Text Block	
SupplementalInformationTextBlock	0001432353-18-000084	1	0	textBlock	D	Supplemental Information [Text Block]	Supplemental Information [Text Block]
SupplementalInformationTextBlock	0001432353-18-000086	1	0	textBlock	D	Supplemental Information [Text Block]	Supplemental Information [Text Block]
SupplementalInformationTextBlock	0001432353-18-000088	1	0	textBlock	D	Supplemental Information [Text Block]	Supplemental Information [Text Block]
SupplementalInformationTextBlock	0001432353-18-000091	1	0	textBlock	D	Supplemental Information [Text Block]	Supplemental Information [Text Block]
SupplementalInformationTextBlock	0001432353-18-000094	1	0	textBlock	D	Supplemental Information [Text Block]	Supplemental Information [Text Block]
SupplementalInformationTextBlock	0001432353-18-000097	1	0	textBlock	D	Supplemental Information [Text Block]	Supplemental Information [Text Block]
SupplementalInformationTextBlock	0001432353-18-000098	1	0	textBlock	D	Supplemental Information [Text Block]	Supplemental Information [Text Block]
SupplementalInformationTextBlock	0001432353-18-000099	1	0	textBlock	D	Supplemental Information [Text Block]	Supplemental Information [Text Block]
SupplementalInformationTextBlock	0001432353-18-000201	1	0	textBlock	D	Supplemental Information [Text Block]	Supplemental Information [Text Block]
SupplementalInformationTextBlock	0001432353-18-000203	1	0	textBlock	D	Supplemental Information [Text Block]	Supplemental Information [Text Block]
SupplementalInformationTextBlock	0001432353-18-000216	1	0	textBlock	D	Supplemental Information [Text Block]	Supplemental Information [Text Block]
AverageAnnualReturnSinceInception1	0001580642-18-005154	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before Taxes.
AverageAnnualReturnSinceInception2	0001580642-18-005154	1	0	pure	D	AverageAnnualReturnSinceInception2	Return Before Taxes.
AverageAnnualReturnSinceInception1	0001580642-18-005347	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before Taxes.
AverageAnnualReturnSinceInception1	0001580642-18-005349	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before Taxes.
AverageAnnualReturnSinceInception2	0001580642-18-005349	1	0	pure	D	AverageAnnualReturnSinceInception2	Return Before Taxes.
AverageAnnualReturnSinceInception1	0001580642-18-005351	1	0	pure	D	AverageAnnualReturnSinceInception1	Average Annual Return Since Inception
AverageAnnualReturnSinceInception1	0001580642-18-005357	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before Taxes.
AverageAnnualReturnSinceInception1	0001580642-18-005358	1	0	pure	D	AverageAnnualReturnSinceInception1	
AverageAnnualReturnSinceInception1	0001580642-18-005361	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before Taxes.
AverageAnnualReturnSinceInception1	0001580642-18-005405	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before Taxes
AverageAnnualReturnSinceInception1	0001580642-18-005440	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before Taxes.
AverageAnnualReturnSinceInception1	0001580642-18-005455	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before Taxes.
AverageAnnualReturnSinceInception1	0001580642-18-005466	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before Taxes.
AverageAnnualReturnSinceInception2	0001580642-18-005466	1	0	pure	D	AverageAnnualReturnSinceInception2	Return Before Taxes.
AverageAnnualReturnSinceInception1	0001580642-18-005484	1	0	pure	D	AverageAnnualReturnSinceInception1	
AverageAnnualReturnSinceInception1	0001580642-18-005485	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before Taxes.
AverageAnnualReturnSinceInception1	0001580642-18-005486	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before Taxes.
AverageAnnualReturnSinceInception1	0001580642-18-005703	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before Taxes
AverageAnnualReturnSinceInception1	0001580642-18-006033	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before taxes
AverageAnnualReturnSinceInception1	0001580642-18-006040	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before Taxes
AverageAnnualReturnSinceInception1	0001580642-18-006078	1	0	pure	D	AverageAnnualReturnSinceInception1	Return Before Taxes.
SupplementTextBlock	0001580642-18-006078	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001591556-18-000051	1	0	textBlock	D	Supplement [Text Block]	
SupplementClosingTextBlock	0001615774-18-011149	1	0	textBlock	D	SupplementClosingTextBlock	Supplement closing text block.
SupplementTextBlock	0001615774-18-011149	1	0	textBlock	D	SupplementTextBlock	Supplement text block.
SupplementClosingTextBlock	0001615774-18-012139	1	0	textBlock	D	SupplementClosingTextBlock	Supplement Closing [Text Block].
SupplementTextBlock	0001615774-18-012139	1	0	textBlock	D	SupplementTextBlock	Supplement [Text Block].
SupplementClosingTextBlock	0001615774-18-012178	1	0	textBlock	D	Supplement Closing Text Block	Supplement closing text block.
SupplementClosingTextBlock	0001615774-18-012455	1	0	textBlock	D	Ciksupplementclosingtextblock Text Block	Supplement Closing [Text Block]
SupplementTextBlock	0001623632-18-001325	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
SupplementTextBlock	0001623632-18-001327	1	0	textBlock	D	Supplement [Text Block]	Supplement [Text Block]
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-18-001332	1	0	string	D	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-18-001334	1	0	string	D	FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus.
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-18-001345	1	0	string	D	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-18-001466	1	0	string	D	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-18-001470	1	0	string	D	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-18-001494	1	0	string	D	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-18-001496	1	0	string	D	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-18-001506	1	0	string	D	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-18-001592	1	0	string	D	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus
