adsh	cik	name	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	fye	pdate	effdate	form	filed	accepted	instance	nciks	aciks
0001193125-18-326843	922457	BLACKROCK ADVANTAGE GLOBAL FUND, INC.	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MD	223310365	BLACKROCK GLOBAL SMALLCAP FUND, INC.	20061002		20181026	20181026	485BPOS	20181114	2018-11-14 17:20:00.0	bragfi-20181025.xml	1	
0001193125-18-328102	916006	BRIDGEWAY FUNDS INC	US	TX	HOUSTON	77046	20 GREENWAY PLAZA	SUITE 450	7136613500	US	TX	HOUSTON	77046	20 GREENWAY PLAZA	SUITE 450	US	TX	760421237	BRIDGEWAY FUND INC	19931209	0630	20181031	20181031	485BPOS	20181115	2018-11-15 17:04:00.0	bfi-20181024.xml	1	
0001193125-18-328522	314612	PRUDENTIAL NATIONAL MUNI FUND, INC.	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	973-802-6469	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	MD	133021492	PRUDENTIAL NATIONAL MUNI FUND INC	20100216	0831	20181029	20181029	485BPOS	20181116	2018-11-16 08:52:00.0	pnmfi-20181026.xml	1	
0001193125-18-328526	356683	PRUDENTIAL JENNISON BLEND FUND, INC.	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	9738026469	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	MD	133104589	JENNISON BLEND FUND, INC.	20050824	0831	20181029	20181029	485BPOS	20181116	2018-11-16 09:00:00.0	pjbf-20181026.xml	1	
0001193125-18-328536	1022624	PRUDENTIAL JENNISON MID-CAP GROWTH FUND, INC.	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	9738026469	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	MD	000000000	JENNISON MID-CAP GROWTH FUND, INC.	20070418	0831	20181029	20181029	485BPOS	20181116	2018-11-16 09:08:00.0	pjmgf-20181026.xml	1	
0001193125-18-328606	1027263	EQ ADVISORS TRUST	US	NY	NEW YORK	10104	1290 AVENUE OF THE AMERICAS		2125541234	US	NY	NEW YORK	10104	1290 AVENUE OF THE AMERICAS		US	DE	000000000	787 TRUST	19961125	1231	20180501	20181106	497	20181116	2018-11-16 10:02:00.0	eqat-20181106.xml	1	
0001193125-18-328613	1648566	IVY NEXTSHARES	US	KS	OVERLAND PARK	66202	6300 LAMAR AVENUE		913-236-2000	US	KS	OVERLAND PARK	66202	6300 LAMAR AVENUE		US	DE	000000000			0630	20181031	20181031	485BPOS	20181116	2018-11-16 10:04:00.0	ins-20181026.xml	1	
0001193125-18-328617	883622	IVY FUNDS	US	KS	OVERLAND PARK	66202	6300 LAMAR AVE		9132362000	US	KS	SHAWNEE MISSION	66201-9217	P O BOX 29217		US	DE	481112076	IVY FUNDS INC	20030630	0331	20181031	20181031	485BPOS	20181116	2018-11-16 10:06:00.0	ivyf-20181026.xml	1	
0001193125-18-328622	883622	IVY FUNDS	US	KS	OVERLAND PARK	66202	6300 LAMAR AVE		9132362000	US	KS	SHAWNEE MISSION	66201-9217	P O BOX 29217		US	DE	481112076	IVY FUNDS INC	20030630	0331	20180731	20181105	497	20181116	2018-11-16 10:10:00.0	ivyf-20181105.xml	1	
0001193125-18-328629	278187	PRUDENTIAL INVESTMENT PORTFOLIOS, INC. 15	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	973-802-6469	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	MD	132974999	PRUDENTIAL HIGH YIELD FUND, INC.	20100219	0831	20181029	20181029	485BPOS	20181116	2018-11-16 10:18:00.0	pipi15-20181026.xml	1	
0001193125-18-328642	803191	PRUDENTIAL INVESTMENT PORTFOLIOS 7	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	9738026469	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	MA	133376646	JENNISONDRYDEN PORTFOLIOS	20071010	0831	20181029	20181029	485BPOS	20181116	2018-11-16 10:34:00.0	pip7-20181026.xml	1	
0001193125-18-328681	746518	PRUDENTIAL INVESTMENT PORTFOLIOS 6	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	9738026469	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	MA	000000000	DRYDEN CALIFORNIA MUNICIPAL FUND	20030709	0831	20181029	20181029	485BPOS	20181116	2018-11-16 11:36:00.0	pip6-20181026.xml	1	
0001193125-18-328762	1468042	OPPENHEIMER CORPORATE BOND FUND	US	CO	CENTENNIAL	80112-3924	6803 SOUTH TUCSON WAY		303-768-3200	US	CO	CENTENNIAL	80112-3924	6803 SOUTH TUCSON WAY		US	DE	000000000	OPPENHEIMER INVESTMENT GRADE BOND FUND	20090708	0731	20181109	20181109	485BPOS	20181116	2018-11-16 13:22:00.0	ocbf-20181026.xml	1	
0001193125-18-328773	1040061	STATE STREET INSTITUTIONAL FUNDS	US	CT	STAMFORD	06905	1600 SUMMER STREET		203-708-2726	US	CT	STAMFORD	06905	1600 SUMMER STREET		US	DE	061495734	GE INSTITUTIONAL FUNDS	19970528	0930	20180131	20181030	497	20181116	2018-11-16 13:34:00.0	ssif-20181030.xml	1	
0001193125-18-328879	1209466	INVESCO EXCHANGE-TRADED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	MA	000000000	POWERSHARES EXCHANGE TRADED FUND TRUST	20021210	0430	20181105	20181105	497	20181116	2018-11-16 15:21:00.0	ietft-20181105.xml	1	
0001193125-18-328907	774013	BLACKROCK MULTI STATE MUNICIPAL SERIES TRUST	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MA	226437104	MERRILL LYNCH MULTI STATE MUNICIPAL SERIES TRUST	20051212	0731	20181026	20181026	485BPOS	20181116	2018-11-16 15:40:00.0	bmsmst-20181024.xml	1	
0001193125-18-329743	1503123	DBX ETF TRUST	US	NY	NEW YORK	10154	345 PARK AVENUE		(212) 250-5883	US	NY	NEW YORK	10154	345 PARK AVENUE		US	DE	000000000			1231	20180928	20181030	497	20181119	2018-11-19 11:13:00.0	dbxetf-20181030.xml	1	
0001193125-18-329750	81443	AB CAP FUND, INC.	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS	2129691000	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS	US	DE	132625045	ALLIANCEBERNSTEIN CAP FUND, INC.	20110524	0731	20181031	20181031	485BPOS	20181119	2018-11-19 11:20:00.0	abcfi-20181029.xml	1	
0001193125-18-330064	1097077	BLACKROCK LARGE CAP SERIES FUNDS, INC.	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MD	000000000	MERRILL LYNCH LARGE CAP SERIES FUNDS INC	19991018	1231	20181026	20181026	485BPOS	20181119	2018-11-19 14:58:00.0	blcsfi-20181024.xml	1	
0001193125-18-330232	277751	JANUS INVESTMENT FUND	US	CO	DENVER	80206	151 DETROIT STREET		303-333-3863	US	CO	DENVER	80206	151 DETROIT STREET		US	MA	840592523	JANUS FUND /MD/	19870701		20181029	20181029	485BPOS	20181119	2018-11-19 16:09:00.0	jif-20181029.xml	1	
0001193125-18-330321	1500604	JANUS DETROIT STREET TRUST	US	CO	DENVER	80206	151 DETROIT STREET		303-333-3863	US	CO	DENVER	80206	151 DETROIT STREET		US	DE	000000000	JANUS ETF TRUST	20100902		20180228	20181101	497	20181119	2018-11-19 16:36:00.0	jdst-20181101.xml	1	
0001193125-18-330406	747576	LEGG MASON PARTNERS MONEY MARKET TRUST	US	NY	NEW YORK	10018	LEGG MASON & CO., LLC	620 EIGHTH AVENUE, 49TH FLOOR	1-877-721-1926	US	NY	NEW YORK	10018	LEGG MASON & CO., LLC	620 EIGHTH AVENUE, 49TH FLOOR	US	MD	000000000	CITIFUNDS TRUST III	19981030	0831	20171227	20181106	497	20181119	2018-11-19 17:11:00.0	lmpmmt-20181106.xml	1	
0001193125-18-330429	1660765	CLAYTON STREET TRUST	US	CO	DENVER	80206	151 DETROIT STREET		303-333-3863	US	CO	DENVER	80206	151 DETROIT STREET		US	DE	000000000				20180501	20190101	497	20181119	2018-11-19 17:20:00.0	cst-20181101.xml	1	
0001193125-18-330844	820892	NUVEEN INVESTMENT FUNDS INC	US	IL	CHICAGO	60606	333 WEST WACKER DR.		312-917-8146	US	IL	CHICAGO	60606	333 WEST WACKER DR.		US	MD	411418224	FIRST AMERICAN INVESTMENT FUNDS INC	19920703	1031	20181031	20181031	485BPOS	20181120	2018-11-20 07:45:00.0	nifi-20181026.xml	1	
0001193125-18-330849	1013881	NUVEEN INVESTMENT TRUST	US	IL	CHICAGO	60606	JOHN NUVEEN & CO INC	333 WEST WACKER DRIVE 32ND FLOOR	312-917-8146	US	IL	CHICAGO	60606	JOHN NUVEEN & CO INC	333 WEST WACKER DRIVE 32ND FLOOR	US	MA	000000000			0630	20181031	20181031	485BPOS	20181120	2018-11-20 07:47:00.0	nit1-20181026.xml	1	
0001193125-18-330851	1041673	NUVEEN INVESTMENT TRUST II	US	IL	CHICAGO	60606	C/O NUVEEN INVESTMENTS	333 W WACKER DR 32ND FL	312-917-8146	US	IL	CHICAGO	60606	C/O NUVEEN INVESTMENTS	333 W WACKER DR 32ND FL			000000000			0731	20181031	20181031	485BPOS	20181120	2018-11-20 07:48:00.0	nit2-20181026.xml	1	
0001193125-18-330854	820892	NUVEEN INVESTMENT FUNDS INC	US	IL	CHICAGO	60606	333 WEST WACKER DR.		312-917-8146	US	IL	CHICAGO	60606	333 WEST WACKER DR.		US	MD	411418224	FIRST AMERICAN INVESTMENT FUNDS INC	19920703	1031	20181031	20181031	497	20181120	2018-11-20 07:50:00.0	nifi-20181031.xml	1	
0001193125-18-330946	1413032	COLUMBIA FUNDS VARIABLE SERIES TRUST II	US	MA	BOSTON	02110	225 FRANKLIN STREET		800-345-6611	US	MN	MINNEAPOLIS	55474	50606 AMERIPRISE FINANCIAL CENTER		US	MA	000000000	RIVERSOURCE VARIABLE SERIES TRUST	20070920	1231	20180501	20181115	497	20181120	2018-11-20 09:22:00.0	cfvstii-20181115.xml	1	
0001193125-18-330997	52136	NATIXIS FUNDS TRUST II	US	MA	BOSTON	02199	888 BOYLSTON STREET	8TH FLOOR	800-283-1155	US	MA	BOSTON	02199	888 BOYLSTON STREET	8TH FLOOR	US	MA	041990692	IXIS ADVISOR FUNDS TRUST II	20050502		20180501	20181031	497	20181120	2018-11-20 10:28:00.0	nftii-20181031.xml	1	
0001193125-18-331177	355916	BLACKROCK VARIABLE SERIES FUNDS, INC.	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MD	133093080	FAM VARIABLE SERIES FUNDS, INC.	20050720	1231	20181030	20181030	485BPOS	20181120	2018-11-20 14:16:00.0	bvsf-20181030.xml	1	
0001193125-18-331382	1354917	HIGHLAND FUNDS I	US	TX	DALLAS	75201	200 CRESCENT COURT	SUITE 700	972-628-4100	US	TX	DALLAS	75201	200 CRESCENT COURT	SUITE 700	US	DE	000000000	PYXIS FUNDS I	20120109	0630	20181031	20181029	485BPOS	20181120	2018-11-20 16:41:00.0	hfi-20181029.xml	1	
0001193125-18-331957	1474103	LEGG MASON GLOBAL ASSET MANAGEMENT TRUST	US	MD	BALTIMORE	21202	100 INTERNATIONAL DRIVE		410-539-0000	US	MD	BALTIMORE	21202	100 INTERNATIONAL DRIVE		US	MD	000000000			1231	20180201	20181106	497	20181121	2018-11-21 10:39:00.0	lmgamt-20181106.xml	1	
0001193125-18-331964	1064642	SPDR SERIES TRUST	US	MA	BOSTON	02111	ONE LINCOLN STREET		617-664-7037	US	MA	BOSTON	02111	ONE LINCOLN STREET		US	MA	000000000	STREETTRACKS SERIES TRUST	20000925		20181031	20181031	485BPOS	20181121	2018-11-21 10:56:00.0	spdrst-20181029.xml	1	
0001193125-18-331966	773757	COLUMBIA FUNDS SERIES TRUST I	US	MA	BOSTON	02110	225 FRANKLIN STREET		800-345-6611	US	MA	BOSTON	02110	225 FRANKLIN STREET		US	MA	363376651	COLUMBIA FUNDS TRUST IX	20031107	0630	20180901	20181101	497	20181121	2018-11-21 10:49:00.0	cfsti1-20181101.xml	1	
0001193125-18-332091	1516212	SSGA ACTIVE TRUST	US	MA	BOSTON	02111	ONE LINCOLN STREET		617-664-7037	US	MA	BOSTON	02111	ONE LINCOLN STREET				000000000	SSGA ACTIVE TRUST	20141208		20181031	20181031	485BPOS	20181121	2018-11-21 12:13:00.0	ssgaat-20181029.xml	1	
0001193125-18-332444	1174610	PROSHARES TRUST	US	MD	BETHESDA	20814	7501 WISCONSIN AVENUE	SUITE 1000	240-497-6400	US	MD	BETHESDA	20814	7501 WISCONSIN AVENUE	SUITE1000	US	DE	000000000	XTRASHARES TRUST	20030409	0531	20181101	20181101	497	20181121	2018-11-21 16:44:00.0	pt-20181101.xml	1	
0001193125-18-333001	277751	JANUS INVESTMENT FUND	US	CO	DENVER	80206	151 DETROIT STREET		303-333-3863	US	CO	DENVER	80206	151 DETROIT STREET		US	MA	840592523	JANUS FUND /MD/	19870701		20180126	20181102	497	20181123	2018-11-23 14:04:00.0	jif-20181102.xml	1	
0001193125-18-333168	1100663	ISHARES TRUST	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		(415) 670-2000	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	DE	943351276	ISHARES TRUST	19991213	1231	20181109	20181109	485BPOS	20181126	2018-11-23 18:42:00.0	ist1-20181109.xml	1	
0001193125-18-333169	1100663	ISHARES TRUST	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		(415) 670-2000	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	DE	943351276	ISHARES TRUST	19991213	1231	20181109	20181109	485BPOS	20181126	2018-11-23 18:47:00.0	ist-20181109.xml	1	
0001193125-18-333703	1350487	WISDOMTREE TRUST	US	NY	NEW YORK	10167	245 PARK AVENUE	35TH FLOOR	212.801.2080	US	NY	NEW YORK	10167	245 PARK AVENUE	35TH FLOOR	US	DE	000000000			0331	20181108	20181108	485BPOS	20181126	2018-11-26 12:39:00.0	wtt1-20181108.xml	1	
0001193125-18-333706	1350487	WISDOMTREE TRUST	US	NY	NEW YORK	10167	245 PARK AVENUE	35TH FLOOR	212.801.2080	US	NY	NEW YORK	10167	245 PARK AVENUE	35TH FLOOR	US	DE	000000000			0331	20181108	20181108	485BPOS	20181126	2018-11-26 12:45:00.0	wtt-20181108.xml	1	
0001193125-18-334726	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20180301	20181119	497	20181127	2018-11-27 10:27:00.0	jpmt-20181119.xml	1	
0001193125-18-334733	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20180301	20181119	497	20181127	2018-11-27 10:32:00.0	jpmt1-20181119.xml	1	
0001193125-18-334738	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20181101	20181119	497	20181127	2018-11-27 10:35:00.0	jpmt6-20181119.xml	1	
0001193125-18-334740	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20180701	20181119	497	20181127	2018-11-27 10:42:00.0	jpmt5-20181119.xml	1	
0001193125-18-334741	763852	JPMORGAN TRUST II	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	000000000	ONE GROUP MUTUAL FUNDS	20000721	0630	20180701	20181119	497	20181127	2018-11-27 10:44:00.0	jpmt2-20181119.xml	1	
0001193125-18-334746	1659326	JPMORGAN TRUST IV	US	NY	NEW YORK	10017	270 PARK AVENUE		800-480-4111	US	NY	NEW YORK	10017	270 PARK AVENUE		US	DE	000000000				20180701	20181119	497	20181127	2018-11-27 10:46:00.0	jpmt4-20181119.xml	1	
0001193125-18-334752	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20181101	20181119	497	20181127	2018-11-27 10:52:00.0	jpmt4-20181119.xml	1	
0001193125-18-334755	763852	JPMORGAN TRUST II	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	000000000	ONE GROUP MUTUAL FUNDS	20000721	0630	20181101	20181119	497	20181127	2018-11-27 10:54:00.0	jpmt21-20181119.xml	1	
0001193125-18-334811	880366	LEGG MASON PARTNERS EQUITY TRUST	US	NY	NEW YORK	10018	LEGG MASON & CO., LLC	620 EIGHTH AVENUE, 49TH FLOOR	1-877-721-1926	US	NY	NEW YORK	10018	LEGG MASON & CO., LLC	620 EIGHTH AVENUE, 49TH FLOOR	US	MD	000000000	LEGG MASON PARTNERS INVESTMENT TRUST	20060407	1130	20180501	20181116	497	20181127	2018-11-27 11:36:00.0	lmpet1-20181116.xml	1	
0001193125-18-334874	1064642	SPDR SERIES TRUST	US	MA	BOSTON	02111	ONE LINCOLN STREET		617-664-7037	US	MA	BOSTON	02111	ONE LINCOLN STREET		US	MA	000000000	STREETTRACKS SERIES TRUST	20000925		20181031	20181106	497	20181127	2018-11-27 12:19:00.0	spdrst-20181106.xml	1	
0001193125-18-335908	916620	NORTHERN FUNDS	US	IL	CHICAGO	60603	NORTHERN FUNDS	50 SOUTH LASALLE STREET	800-595-9111	US	IL	CHICAGO	60603	NORTHERN FUNDS	50 SOUTH LASALLE STREET	US	DE	391777365			0331	20181113	20181113	485BPOS	20181128	2018-11-28 08:41:00.0	nf-20180914.xml	1	
0001193125-18-335914	916620	NORTHERN FUNDS	US	IL	CHICAGO	60603	NORTHERN FUNDS	50 SOUTH LASALLE STREET	800-595-9111	US	IL	CHICAGO	60603	NORTHERN FUNDS	50 SOUTH LASALLE STREET	US	DE	391777365			0331	20180731	20181113	497	20181128	2018-11-28 08:45:00.0	nf-20181113.xml	1	
0001193125-18-335919	916620	NORTHERN FUNDS	US	IL	CHICAGO	60603	NORTHERN FUNDS	50 SOUTH LASALLE STREET	800-595-9111	US	IL	CHICAGO	60603	NORTHERN FUNDS	50 SOUTH LASALLE STREET	US	DE	391777365			0331	20181113	20181114	497	20181128	2018-11-28 08:49:00.0	nf-20181114.xml	1	
0001193125-18-335922	710124	NORTHERN INSTITUTIONAL FUNDS	US	IL	CHICAGO	60603	NORTHERN INSTITUTIONAL FUNDS	50 SOUTH LASALLE STREET	800-637-1380	US	IL	CHICAGO	60603	NORTHERN INSTITUTIONAL FUNDS	50 SOUTH LASALLE STREET	US	DE	363209613	BENCHMARK FUNDS	19920703	1130	20181113	20181113	485BPOS	20181128	2018-11-28 08:52:00.0	nif-20180914.xml	1	
0001193125-18-335925	710124	NORTHERN INSTITUTIONAL FUNDS	US	IL	CHICAGO	60603	NORTHERN INSTITUTIONAL FUNDS	50 SOUTH LASALLE STREET	800-637-1380	US	IL	CHICAGO	60603	NORTHERN INSTITUTIONAL FUNDS	50 SOUTH LASALLE STREET	US	DE	363209613	BENCHMARK FUNDS	19920703	1130	20181113	20181114	497	20181128	2018-11-28 08:56:00.0	nif-20180914.xml	1	
0001193125-18-335933	933691	JNL SERIES TRUST	US	MI	LANSING	48951	1 CORPORATE WAY		(517) 367-4336	US	MI	LANSING	48951	1 CORPORATE WAY		US	MA	381659835			1231	20180430	20181114	497	20181128	2018-11-28 09:05:00.0	jnlst-20181114.xml	1	
0001193125-18-336080	909221	JPMORGAN INSURANCE TRUST	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	MA	000000000	JPMORGAN INVESTMENT TRUST	20050504	1231	20180501	20181119	497	20181128	2018-11-28 10:47:00.0	jpmit-20181119.xml	1	
0001193125-18-336484	1444822	AQR FUNDS	US	CT	GREENWICH	06830	TWO GREENWICH PLAZA	3RD FLOOR	203-742-3600	US	CT	GREENWICH	06830	TWO GREENWICH PLAZA	3RD FLOOR	US	DE	000000000			1231	20180501	20181121	497	20181128	2018-11-28 15:26:00.0	aqrf-20181121.xml	1	
0001193125-18-337697	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20181101	20181119	497	20181129	2018-11-29 12:52:00.0	jpmt3-20181119.xml	1	
0001193125-18-338189	935015	ARTISAN PARTNERS FUNDS INC	US	WI	MILWAUKEE	53202	875 EAST WISCONSIN AVE STE 800		414-390-6100	US	WI	MILWAUKEE	53202	875 EAST WISCONSIN AVE STE 800		US	WI	391811840	ARTISAN FUNDS INC	19950310	0930	20180201	20181114	497	20181129	2018-11-29 17:14:00.0	apfi-20181114.xml	1	
0001193125-18-338998	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20181119	20181119	497	20181130	2018-11-30 10:19:00.0	jpmt2-20181119.xml	1	
0001193125-18-339377	1288255	PIONEER ASSET ALLOCATION TRUST	US	MA	BOSTON	02109	60 STATE ST		6174224947	US	MA	BOSTON	02109	60 STATE ST		US	DE	000000000	PIONEER IBBOTSON ASSET ALLOCATION SERIES	20041116	0731	20181201	20181201	485BPOS	20181130	2018-11-30 14:10:00.0	piaas-20181127.xml	1	
0001193125-18-339415	1657201	INVESCO EXCHANGE-TRADED SELF-INDEXED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	000000000	POWERSHARES EXCHANGE-TRADED SELF-INDEXED FUND TRUST	20151030	1031	20181121	20181121	485BPOS	20181130	2018-11-30 14:26:00.0	ietsift-20181121.xml	1	
0001193125-18-339474	1331854	PIONEER SERIES TRUST IV	US	MA	BOSTON	02109	60 STATE STREET		617-742-7825	US	MA	BOSTON	02109	60 STATE STREET				000000000				20181201	20181201	485BPOS	20181130	2018-11-30 14:46:00.0	pstiv-20181128.xml	1	
0001193125-18-339860	1378872	INVESCO EXCHANGE-TRADED FUND TRUST II	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700			000000000	POWERSHARES EXCHANGE-TRADED FUND TRUST II	20070919	1031	20180228	20181128	497	20181130	2018-11-30 17:07:00.0	ietft2-20181128.xml	1	
0001193125-18-340641	1503123	DBX ETF TRUST	US	NY	NEW YORK	10154	345 PARK AVENUE		(212) 250-5883	US	NY	NEW YORK	10154	345 PARK AVENUE		US	DE	000000000			1231	20181116	20181116	485BPOS	20181203	2018-12-03 11:30:00.0	dbxetf-20181116.xml	1	
0001193125-18-340802	1380786	NUVEEN INVESTMENT TRUST V	US	IL	CHICAGO	60606	333 WEST WACKER DR.		312-917-8146	US	IL	CHICAGO	60606	333 WEST WACKER DR.				000000000				20181115	20181115	497	20181203	2018-12-03 13:16:00.0	nit5-20181115.xml	1	
0001193125-18-341124	353281	BLACKROCK FINANCIAL INSTITUTIONS SERIES TRUST	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MD	136797398	FINANCIAL INSTITUTIONS SERIES TRUST	19920703	0531	20180727	20181119	497	20181203	2018-12-03 16:20:00.0	bfist1-20181119.xml	1	
0001193125-18-341131	353281	BLACKROCK FINANCIAL INSTITUTIONS SERIES TRUST	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MD	136797398	FINANCIAL INSTITUTIONS SERIES TRUST	19920703	0531	20180727	20181119	497	20181203	2018-12-03 16:21:00.0	bfist-20181119.xml	1	
0001193125-18-343103	1048702	NATIONWIDE MUTUAL FUNDS	US	OH	COLUMBUS	43215	ONE NATIONWIDE PLAZA	MAIL CODE 05-02-210	614-435-5749	US	OH	COLUMBUS	43215	ONE NATIONWIDE PLAZA	MAIL CODE 05-02-210	US	DE	000000000	GARTMORE MUTUAL FUNDS	20020125	1031	20180228	20181121	497	20181206	2018-12-06 09:35:00.0	nmf-20181121.xml	1	
0001193125-18-343120	1048702	NATIONWIDE MUTUAL FUNDS	US	OH	COLUMBUS	43215	ONE NATIONWIDE PLAZA	MAIL CODE 05-02-210	614-435-5749	US	OH	COLUMBUS	43215	ONE NATIONWIDE PLAZA	MAIL CODE 05-02-210	US	DE	000000000	GARTMORE MUTUAL FUNDS	20020125	1031	20180228	20181128	497	20181206	2018-12-06 09:42:00.0	nmf-20181128.xml	1	
0001193125-18-343284	851680	DOMINI INVESTMENT TRUST	US	NY	NEW YORK	10038-4925	180 MAIDEN LANE	SUITE 1302	212-217-1100	US	NY	NEW YORK	10038-4925	180 MAIDEN LANE	SUITE 1302	US	MA	043081258	DOMINI SOCIAL INVESTMENT TRUST	20010814	0731	20181201	20181201	485BPOS	20181206	2018-12-06 12:10:00.0	dsit-20181127.xml	1	
